hhid,year,month,subreg,region,covid,urban,eacode,mult,rmult,regurb,equiv,hsize,usize,rexp30,nrrexp30,fnrfxp30,cpexp30,fcpexp30,welfare,hmult,plinen,ctpline,hpline,spline,fplinen,povlinen,spline_n,hpline_n,poor_20,poor_new,quints,decile
28910,2020,1,Buganda South,Central,Before covid,Urban,289,1096.1511,1096,Central urban,5.401766657829285,7,7,650827.06,1124856,225246.23,629703.5,120118.51,116573.63,7673.0576,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,8
2901,2020,8,Buganda North,Central,Covid period,Rural,29,639.50531,640,Centrral urban,9.10283337533474,12,12,753368.69,1475734.3,673316.63,799368.31,360312.88,87815.328,7674.0635,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,7
2902,2020,8,Buganda North,Central,Covid period,Rural,29,633.96997,634,Centrral urban,2.741766631603241,4,4,111066.02,231048.19,160148.19,124122.26,85700.32,45270.906,2535.8799,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Poor,Quintile 2,3
2903,2020,8,Buganda North,Central,Covid period,Rural,29,640.61243,641,Centrral urban,4.166800022125244,5,5,229282.66,471298.03,315489.81,253396.34,168828.5,60813.176,3203.062,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,5
2904,2020,8,Buganda North,Central,Covid period,Rural,29,645.04071,645,Centrral urban,2.138933300971985,3,3,91817.18,191850.81,167050.81,102833.68,89394.133,48077.086,1935.1221,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Poor,Quintile 2,3
2905,2020,8,Buganda North,Central,Covid period,Rural,29,600.75763,601,Centrral urban,2.994300007820129,4,4,197940.27,402521.53,256795.5,217133.77,137419.33,72515.703,2403.0305,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,6
2906,2020,8,Buganda North,Central,Covid period,Rural,29,667.18225,667,Centrral urban,1.997099995613098,2,2,128979.41,249966.42,125939.62,134221.95,67394.242,67208.43,1334.3645,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,5
2907,2020,8,Buganda North,Central,Covid period,Rural,29,645.04071,645,Centrral urban,2.767633318901062,3,3,92166.875,199195.03,145395.03,106960.59,77805.445,38646.953,1935.1221,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Poor,Poor,Quintile 1,2
2908,2020,8,Buganda North,Central,Covid period,Rural,29,633.96997,634,Centrral urban,4.916599944233894,8,8,306416.09,619969.06,365188.28,333273.41,195423.72,67785.344,5071.7598,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,5
2910,2020,8,Buganda North,Central,Covid period,Rural,29,640.61243,641,Centrral urban,4.125200033187866,5,5,347319.72,717088.44,372148.97,388222.31,199148.59,94109.938,3203.062,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,7
29207,2020,11,Buganda South,Central,Covid period,Urban,292,1170.9883,1171,Central urban,5.638366639614105,7,7,744193.13,1345031.8,532166.13,729877.63,286573.03,129448.41,8196.918,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
29501,2020,2,Buganda South,Central,Before covid,Urban,295,969.66528,970,Central urban,.8636999726295471,1,1,248658.88,432544.47,67974.789,242334.8,35961.691,280577.53,969.66528,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
29506,2020,2,Buganda South,Central,Before covid,Urban,295,971.20868,971,Central urban,4.29559999704361,6,6,2087527.9,3663360.5,250941.8,2064181.4,132759.39,480533.88,5827.252,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
29510,2020,2,Buganda South,Central,Before covid,Urban,295,971.05432,971,Central urban,3.566599994897842,5,5,646648.38,1104844.3,389442.69,610416.31,206032.53,171147.95,4855.2715,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
29701,2020,11,Buganda South,Central,Covid period,Urban,297,724.67694,725,Central urban,.9922666549682617,1,1,306581.97,525880.5,255133.27,282421.09,137390.02,284622.19,724.67694,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
29702,2020,11,Buganda South,Central,Covid period,Urban,297,723.52625,724,Central urban,2.730299949645996,3,3,410874.13,737505.13,162009.63,395531.94,87242.664,144867.58,2170.5786,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
29703,2020,11,Buganda South,Central,Covid period,Urban,297,723.98651,724,Central urban,3.980099976062775,5,5,1141195.3,1961694.3,907545.5,1055251.5,488715.94,265131.91,3619.9326,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
29709,2020,11,Buganda South,Central,Covid period,Urban,297,723.52625,724,Central urban,2.449866592884064,3,3,281694.13,513112.59,71984.031,274877.28,38763.613,112200.92,2170.5786,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,8
3001,2020,2,Buganda North,Central,Before covid,Rural,30,1640.0734,1640,Centrral urban,1.004833340644836,1,1,94531.461,174750.13,59294.938,95972.32,31369.662,95510.688,1640.0734,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,7
3002,2020,2,Buganda North,Central,Before covid,Rural,30,1585.6448,1586,Centrral urban,2.87336665391922,3,3,150035.89,315648.47,234391.33,169798.67,124003.45,59093.98,4756.9346,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,5
3003,2020,2,Buganda North,Central,Before covid,Rural,30,1640.0734,1640,Centrral urban,2.846566736698151,3,3,155456.78,331821.09,219012.08,178363.23,115867.14,62659.074,4920.2202,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,5
3004,2020,2,Buganda North,Central,Before covid,Rural,30,1542.1019,1542,Centrral urban,3.753433287143707,5,5,144708.48,271316.09,113737.04,149160.72,60171.961,39739.809,7710.5098,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Poor,Poor,Quintile 1,2
3005,2020,2,Buganda North,Central,Before covid,Rural,30,1558.4305,1558,Centrral urban,1.879166662693024,2,2,119589.52,230880.27,179681.64,123955.77,95059.594,65963.156,3116.8611,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,5
3007,2020,2,Buganda North,Central,Before covid,Rural,30,1558.4305,1558,Centrral urban,2.822500020265579,4,4,159211.97,315655.81,154175.11,172757.45,81565.5,61207.246,6233.7222,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,5
3008,2020,2,Buganda North,Central,Before covid,Rural,30,1542.1019,1542,Centrral urban,3.492500007152557,5,5,95447.094,193495.38,122756.05,104954.2,64943.418,30051.309,7710.5098,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Poor,Poor,Quintile 1,1
3009,2020,2,Buganda North,Central,Before covid,Rural,30,1640.0734,1640,Centrral urban,.9922666549682617,1,1,84578.313,165269.11,81126.258,88726.297,42919.402,89417.797,1640.0734,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,7
301,2020,7,Buganda North,Central,Covid period,Rural,3,638.05151,638,Centrral urban,1.004833340644836,1,1,208144.92,417416.13,202267.61,222489.36,107531.95,221419.17,638.05151,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,10
3010,2020,2,Buganda North,Central,Before covid,Rural,30,1640.0734,1640,Centrral urban,.8627333045005798,1,1,98827.93,197253.39,120396.25,106066.3,63694.98,122942.17,1640.0734,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,9
302,2020,7,Buganda North,Central,Covid period,Rural,3,622.17041,622,Centrral urban,2.60083332657814,4,4,163479.78,321418.78,188288.66,172671,100100.3,66390.641,2488.6816,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,5
30202,2020,11,Buganda South,Central,Covid period,Urban,302,636.9433,637,Central urban,2.009666681289673,2,2,322597.94,553838.75,255133.27,298437.03,137390.02,148500.77,1273.8866,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
30207,2020,11,Buganda South,Central,Covid period,Urban,302,635.99512,636,Central urban,6.67439991235733,8,8,910951.75,1589712.3,553639.19,858522.75,298136.34,128629.2,5087.9609,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
30209,2020,11,Buganda South,Central,Covid period,Urban,302,636.18475,636,Central urban,3.271433234214783,4,4,1001651.3,1801488.8,285931.5,974573.88,153974.95,297904.25,2544.739,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30210,2020,11,Buganda South,Central,Covid period,Urban,302,636.18475,636,Central urban,1.867566645145416,2,2,389225.56,693608.63,179504.47,372226.66,96663.688,199311.05,1272.3695,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
303,2020,7,Buganda North,Central,Covid period,Rural,3,595.70197,596,Centrral urban,2.645966649055481,3,3,307046.56,610688.69,285836.66,329592.06,151959.94,124563.95,1787.106,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,9
30301,2020,9,Buganda South,Central,Covid period,Urban,303,3016.8892,3017,Central urban,2.130833327770233,3,3,335441.16,608018.31,237409.08,327240.53,126909.21,153573.97,9050.668,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
30303,2020,9,Buganda South,Central,Covid period,Urban,303,3016.2041,3016,Central urban,5.090099990367889,7,7,379626.56,703474.88,231854.95,379167.22,123940.2,74491.117,21113.43,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 3,6
30304,2020,9,Buganda South,Central,Covid period,Urban,303,3016.0901,3016,Central urban,6.897599905729294,9,9,3250115.5,5939485.5,1229143.1,3213918.5,657049.81,465947.38,27144.811,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30305,2020,9,Buganda South,Central,Covid period,Urban,303,3012.095,3012,Central urban,1.921166658401489,3,3,89014.336,168625.89,91488.898,90497.523,48906.234,47105.504,9036.2852,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Poor,Quintile 2,3
30306,2020,9,Buganda South,Central,Covid period,Urban,303,3016.8892,3017,Central urban,5.251200020313263,6,6,832513.63,1517266.5,493665.84,822407.5,263893.63,156613.25,18101.336,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
30307,2020,9,Buganda South,Central,Covid period,Urban,303,3015.6904,3016,Central urban,4.694466680288315,6,6,342982.13,631555.13,287114.47,341363.31,153479.69,72716.102,18094.143,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 3,6
30401,2020,9,Buganda South,Central,Covid period,Urban,304,1504.9692,1505,Central urban,4.699499934911728,7,7,342127.34,641611.88,258065.28,348118.75,137951.17,74075.703,10534.785,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 3,6
30402,2020,9,Buganda South,Central,Covid period,Urban,304,1504.4561,1504,Central urban,.8743333220481873,1,1,50537.906,101899.09,48699.094,54691.711,26032.549,62552.473,1504.4561,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 3,5
30404,2020,9,Buganda South,Central,Covid period,Urban,304,1508.048,1508,Central urban,1.004833340644836,1,1,203263.14,359597.75,107812.03,193128.22,57631.914,192199.25,1508.048,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30405,2020,9,Buganda South,Central,Covid period,Urban,304,1506.252,1506,Central urban,1.333699971437454,2,2,226364.59,389627,184242.66,209044.77,98488.609,156740.47,3012.5039,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
30406,2020,9,Buganda South,Central,Covid period,Urban,304,1505.6533,1506,Central urban,4.071599960327148,6,6,514309.5,931114.75,601608.69,500106.31,321595.47,122827.96,9033.9199,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
30408,2020,9,Buganda South,Central,Covid period,Urban,304,1505.1744,1505,Central urban,3.52266663312912,5,5,260699.58,456516.34,223628.08,246735.88,119542.45,70042.359,7525.8721,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 3,6
30409,2020,9,Buganda South,Central,Covid period,Urban,304,1506.252,1506,Central urban,1.643699944019318,2,2,270039.5,550221.25,254383.64,295712.5,135983.13,179906.63,3012.5039,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30410,2020,9,Buganda South,Central,Covid period,Urban,304,1508.048,1508,Central urban,2.002900004386902,2,2,230491.66,399557.75,161554.02,215304.69,86360.188,107496.48,3016.0959,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,8
305,2020,7,Buganda North,Central,Covid period,Rural,3,619.90167,620,Centrral urban,6.6307333111763,7,7,268857.09,553829.06,462541.38,295688.53,245901.84,44593.641,4339.3115,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Poor,Quintile 2,3
30501,2019,10,Buganda South,Central,Before covid,Urban,305,2741.1804,2741,Central urban,.8743333220481873,1,1,542724.06,936551.19,238397.73,525612.31,127786.09,601157.81,2741.1804,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30502,2019,9,Buganda South,Central,Before covid,Urban,305,2744.4526,2744,Central urban,1.274333328008652,2,2,122157.65,203430.67,93852.594,113243.98,50687.293,88865.273,5488.9053,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,7
30503,2019,9,Buganda South,Central,Before covid,Urban,305,2744.4526,2744,Central urban,6.604866683483124,8,8,386242.25,652628.13,175495.23,369574.56,94780.313,55954.887,21955.621,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Poor,Quintile 2,4
30504,2019,10,Buganda South,Central,Before covid,Urban,305,2744.4526,2744,Central urban,4.550099968910217,6,6,466731.69,812413,317550.03,454257.69,170213.36,99834.664,16466.715,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,8
30506,2019,9,Buganda South,Central,Before covid,Urban,305,2744.4526,2744,Central urban,4.495866656303406,6,6,493686.94,841732.44,257757.5,472724.56,139207.98,105146.48,16466.715,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,8
30507,2019,9,Buganda South,Central,Before covid,Urban,305,2744.4526,2744,Central urban,5.411633312702179,6,6,1409230.5,2489564.5,503915.5,1408432.6,272151.38,260260.17,16466.715,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30508,2019,9,Buganda South,Central,Before covid,Urban,305,2744.8162,2745,Central urban,7.254700005054474,9,9,442861.75,788673.25,333056.22,441792.69,179874.81,60897.445,24703.346,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 3,5
30509,2019,9,Buganda South,Central,Before covid,Urban,305,2747.7249,2748,Central urban,1.004833340644836,1,1,221275.02,378749.47,90481.188,212681.55,48866.484,211658.53,2747.7249,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30510,2019,9,Buganda South,Central,Before covid,Urban,305,2747.7249,2748,Central urban,1.004833340644836,1,1,129391.13,216302.16,89478.883,120892.86,48325.168,120311.35,2747.7249,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,8
306,2020,7,Buganda North,Central,Covid period,Rural,3,587.23206,587,Centrral urban,3.349933266639709,5,5,161105.36,338752.44,273999.97,181003.59,145667.17,54032,2936.1602,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 2,4
30601,2019,11,Buganda South,Central,Before covid,Urban,306,1686.9661,1687,Central urban,3.988433301448822,5,5,619998.13,1065084.3,236362.73,597737.13,126586.73,149867.66,8434.8301,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
30602,2019,11,Buganda South,Central,Before covid,Urban,306,1687.5028,1688,Central urban,2.651766657829285,3,3,447193.5,785610.63,99768.367,445596.66,53432.074,168037.66,5062.5083,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
30603,2019,11,Buganda South,Central,Before covid,Urban,306,1690.1865,1690,Central urban,1.004833340644836,1,1,217371.75,367409.63,140323.3,204155.88,75151.719,203173.86,1690.1865,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30605,2019,11,Buganda South,Central,Before covid,Urban,306,1687.5028,1688,Central urban,2.72546660900116,3,3,796387.13,1346655.8,514549.09,747926,275572.56,274421.28,5062.5083,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30606,2019,11,Buganda South,Central,Before covid,Urban,306,1688.8446,1689,Central urban,2.482500016689301,3,3,565298.75,976785.13,156542.47,550555.31,83838.086,221774.55,5066.5337,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30607,2019,11,Buganda South,Central,Before covid,Urban,306,1686.1609,1686,Central urban,2.189199984073639,3,3,506273.34,868395.88,197637.16,487659.56,105846.8,222756.97,5058.4824,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30608,2019,11,Buganda South,Central,Before covid,Urban,306,1686.1609,1686,Central urban,.7738000154495239,1,1,257599.13,496304.97,143854.52,277834.28,77042.906,359051.78,1686.1609,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30609,2019,11,Buganda South,Central,Before covid,Urban,306,1688.7227,1689,Central urban,9.861833333969116,11,11,860653,1511357.1,485201.5,843010.88,259855.13,85482.164,18575.949,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,7
30610,2019,11,Buganda South,Central,Before covid,Urban,306,1690.1865,1690,Central urban,1.004833340644836,1,1,499754.25,861179.38,218685.66,479158.06,117119.56,476853.28,1690.1865,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
307,2020,7,Buganda North,Central,Covid period,Rural,3,606.28931,606,Centrral urban,4.539533317089081,6,6,355131.66,700873.5,360757.47,380824.84,191790.25,83890.75,3637.7358,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,7
30701,2019,11,Buganda South,Central,Before covid,Urban,307,1245.8486,1246,Central urban,3.54176664352417,5,5,409528.94,705667.88,178006.39,395952.06,95333.328,111795.07,6229.2432,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,8
30702,2019,11,Buganda South,Central,Before covid,Urban,307,1247.6316,1248,Central urban,1.004833340644836,1,1,234422.84,402156.22,88020.977,226132.88,47140.625,225045.16,1247.6316,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30703,2019,11,Buganda South,Central,Before covid,Urban,307,1246.1458,1246,Central urban,2.99453330039978,4,4,168395.98,298530.56,96326.656,166275.67,51588.824,55526.406,4984.583,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Poor,Quintile 2,4
30704,2019,11,Buganda South,Central,Before covid,Urban,307,1245.8486,1246,Central urban,3.808266639709473,5,5,713547.63,1261331.6,390401.75,704409.56,209084.05,184968.55,6229.2432,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30705,2019,11,Buganda South,Central,Before covid,Urban,307,1245.403,1245,Central urban,3.529233336448669,4,4,193159.97,356456.81,151696.55,198200.05,81242.797,56159.52,4981.6118,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Poor,Quintile 2,4
30706,2019,11,Buganda South,Central,Before covid,Urban,307,1244.66,1245,Central urban,.8636999726295471,1,1,208509.81,354925.94,183340.2,195436.88,98189.914,226278.66,1244.66,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30707,2019,11,Buganda South,Central,Before covid,Urban,307,1244.66,1245,Central urban,.7738000154495239,1,1,131969.36,287691.53,212184.69,156493.69,113637.9,202240.48,1244.66,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30708,2019,11,Buganda South,Central,Before covid,Urban,307,1247.6316,1248,Central urban,2.009666681289673,2,2,480255.13,934722.38,470263.66,515494.72,251855,256507.58,2495.2632,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30709,2019,11,Buganda South,Central,Before covid,Urban,307,1245.6505,1246,Central urban,4.386766642332077,6,6,601259.75,1024802.6,356599.69,570862.63,190980.98,130132.89,7473.9033,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
308,2020,7,Buganda North,Central,Covid period,Rural,3,616.87671,617,Centrral urban,5.179033219814301,6,6,392285.88,788324.5,405686.72,427738.63,215676.08,82590.438,3701.2603,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,7
30801,2019,12,Buganda South,Central,Before covid,Urban,308,576.72955,577,Central urban,2.095099970698357,3,3,380324.13,663042.81,95492.734,371325.16,51172.359,177235.05,1730.1887,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30802,2019,12,Buganda South,Central,Before covid,Urban,308,577.03528,577,Central urban,7.916799962520599,9,9,1954471.3,3368833.3,689224.25,1894113.8,369339.41,239252.44,5193.3174,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30803,2019,12,Buganda South,Central,Before covid,Urban,308,576.72955,577,Central urban,2.112499997019768,3,3,298715.63,496468.88,295456.72,271822.03,158328.45,128673.15,1730.1887,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
30804,2019,12,Buganda South,Central,Before covid,Urban,308,576.27094,576,Central urban,.7738000154495239,1,1,402720.69,746662.88,464759,407931.16,249053.64,527179.06,576.27094,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30806,2019,12,Buganda South,Central,Before covid,Urban,308,576.95886,577,Central urban,3.856766656041145,6,6,821312.94,1430264.1,155449.06,806663.81,83301.57,209155.47,3461.7532,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30808,2019,12,Buganda South,Central,Before covid,Urban,308,577.3028,577,Central urban,2.991866648197174,4,4,1413140.8,2543031,878597.81,1413384.5,470820.34,472408.94,2309.2112,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30809,2019,12,Buganda South,Central,Before covid,Urban,308,576.88239,577,Central urban,6.586666643619537,9,9,683690.94,1170229.5,312173.78,654272.5,167286.73,99332.867,5191.9414,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,8
30810,2019,12,Buganda South,Central,Before covid,Urban,308,576.95886,577,Central urban,3.855099946260452,6,6,505654.63,870508,219323.48,484986.16,117530.41,125803.78,3461.7532,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
309,2020,7,Buganda North,Central,Covid period,Rural,3,638.05151,638,Centrral urban,.9922666549682617,1,1,171220.67,327951.09,200075.77,176140.56,106366.7,177513.33,638.05151,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,10
30901,2020,8,Buganda South,Central,Covid period,Urban,309,2024.5889,2025,Central urban,.8636999726295471,1,1,372946.13,657764.44,188871.52,355172.16,101071.08,411221.69,2024.5889,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
30902,2020,8,Buganda South,Central,Covid period,Urban,309,2028.4558,2028,Central urban,3.32343327999115,5,5,583111.94,1022415.7,292747.19,555562.69,156658.22,167165.3,10142.279,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,9
30903,2020,8,Buganda South,Central,Covid period,Urban,309,2026.5223,2027,Central urban,3.788799941539764,5,5,467126.41,824881.69,225975.17,445860.75,120926.41,117678.62,10132.611,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,8
30904,2020,8,Buganda South,Central,Covid period,Urban,309,2028.2141,2028,Central urban,2.633433282375336,4,4,176799.53,324141.41,119141.4,174849.34,63756.305,66395.969,8112.8564,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 3,5
30905,2020,8,Buganda South,Central,Covid period,Urban,309,2025.7972,2026,Central urban,2.9084332883358,4,4,233433.94,417181.34,78362.359,226288.91,41934.16,77804.398,8103.189,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 3,6
30906,2020,8,Buganda South,Central,Covid period,Urban,309,2027.8113,2028,Central urban,2.482733309268951,3,3,246457.06,428585.81,158820.45,231511.09,84989.813,93248.477,6083.4336,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 4,7
30907,2020,8,Buganda South,Central,Covid period,Urban,309,2029.4225,2029,Central urban,3.807066679000854,4,4,715638,1284762.9,200461.84,696773.31,107273.43,183021.05,8117.6899,11463.445,17313.682,30611.451,46233.648,68217,95622,56480.805,40293.563,Non-poor,Non-poor,Quintile 5,10
